Status,Group ID,Block,Lot,No,Dir,Street,Suff,Group Address,Property Count,Funding ID,Core Phase,Decision,Start,Date Demo Finish,Neighborhood,Projected Release to contractor,Deconstruction,neighborhood_2,status_2
Due Process,3320,373,9,1416,,ARGYLE,AVE,1408 - 1424  ARGYLE AVE,9,UNDECIDED,NA,Raze After Due Process,,,,FY19Q4,N,UPTON,FY20
Due Process,3320,373,11,1420,,ARGYLE,AVE,1408 - 1424  ARGYLE AVE,9,UNDECIDED,NA,Raze After Due Process,,,,FY19Q4,N,UPTON,FY20
Utility cut /Enviro. Insp.,3325,2406,108,2826,,WESTWOOD,AVE,2826  WESTWOOD AVE,1,,NA,Full Demolition,,,,FY20Q1,N,NORTHWEST COMMUNITY ACTION,FY20
Utility cut /Enviro. Insp.,3334,3185,12,2803,W,COLD SPRING,LANE,2803 - 2805 W COLD SPRING LANE,2,,NA,Full Demolition,,,,FY20Q1,N,TOWANDA-GRANTLEY,FY20
Utility cut /Enviro. Insp.,3334,3185,13,2805,W,COLD SPRING,LANE,2803 - 2805 W COLD SPRING LANE,2,,NA,Full Demolition,,,,FY20Q1,N,TOWANDA-GRANTLEY,FY20
Final/Full Demo Complete,3337,101,8,714,N,CAREY,ST,714 N CAREY ST,1,EMG-261,NA,Emergency Full Demolition,4/16/18,10/17/18,HARLEM PARK,FY18Q4,N,HARLEM PARK,Completed
Final/Full Demo Complete,3340,2175,51,2534,W,LOMBARD,ST,2534 W LOMBARD ST.,1,PLN-380,NA,Emergency Full Demolition,4/17/18,8/15/18,SHIPLEY HILL,FY18Q4,N,SHIPLEY HILL,Completed
Final/Full Demo Complete,3343,1478,12,1523,,RUTLAND,AVE,1523  RUTLAND AVE,1,PLN-262,NA,Emergency Full Demolition,4/25/18,11/8/18,,FY184,N,BROADWAY EAST,Completed
Final/Full Demo Complete,3344,4000,12,522,E,NORTH,AVE,0522 E NORTH AVE,1,PLN-380,NA,Emergency Full Demolition,4/24/18,8/1/18,,FY18Q4,N,EAST BALTIMORE MIDWAY,Completed
Land Resources,3348,155,16,1130,W,SARATOGA,ST,1124 - 1134 W SARATOGA ST,5,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3348,155,18,1134,W,SARATOGA,ST,1124 - 1134 W SARATOGA ST,5,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3348,155,15,1128,W,SARATOGA,ST,1124 - 1134 W SARATOGA ST,5,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3348,155,13,1124,W,SARATOGA,ST,1124 - 1134 W SARATOGA ST,5,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3348,155,17,1132,W,SARATOGA,ST,1124 - 1134 W SARATOGA ST,5,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3349,155,21,305,N,CARROLLTON,AVE,0303 - 0309 N CARROLLTON AVE,4,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3349,155,20,303,N,CARROLLTON,AVE,0303 - 0309 N CARROLLTON AVE,4,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3349,155,22,307,N,CARROLLTON,AVE,0303 - 0309 N CARROLLTON AVE,4,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3349,155,23,309,N,CARROLLTON,AVE,0303 - 0309 N CARROLLTON AVE,4,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3350,155,54,310,N,ARLINGTON,AVE,0310 N ARLINGTON AVE,1,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3351,156,73,1033,,SARAH ANN,ST,1023 - 1033  SARAH ANN ST,6,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3351,156,76,1027,,SARAH ANN,ST,1023 - 1033  SARAH ANN ST,6,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3351,156,74,1031,,SARAH ANN,ST,1023 - 1033  SARAH ANN ST,6,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3351,156,75,1029,,SARAH ANN,ST,1023 - 1033  SARAH ANN ST,6,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3351,156,77,1025,,SARAH ANN,ST,1023 - 1033  SARAH ANN ST,6,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3351,156,78,1023,,SARAH ANN,ST,1023 - 1033  SARAH ANN ST,6,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3352,155,28,319,N,CARROLLTON,AVE,0319 - 0321 N CARROLLTON AVE,2,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Land Resources,3352,155,29,321,N,CARROLLTON,AVE,0319 - 0321 N CARROLLTON AVE,2,POP-UNDECIDED,NA,Full Demolition,,,,FY20Q4,Y,POPPLETON,FY20
Start Demo - Full,3356,1166,23,405,E,BIDDLE,ST,0401 - 0421 E BIDDLE ST,11,ProjectCore(19),4,Full Demolition,10/22/18,,,FY19Q2,Y,JOHNSTON SQUARE,Started but not complete
Start Demo - Full,3356,1166,26,411,E,BIDDLE,ST,0401 - 0421 E BIDDLE ST,11,ProjectCore(19),4,Full Demolition,10/22/18,,,FY19Q2,Y,JOHNSTON SQUARE,Started but not complete
Start Demo - Full,3356,1166,29,417,E,BIDDLE,ST,0401 - 0421 E BIDDLE ST,11,ProjectCore(19),4,Full Demolition,10/22/18,,,FY19Q2,Y,JOHNSTON SQUARE,Started but not complete
Start Demo - Full,3356,1166,21,401,E,BIDDLE,ST,0401 - 0421 E BIDDLE ST,11,ProjectCore(19),4,Full Demolition,10/22/18,,,FY19Q2,Y,JOHNSTON SQUARE,Started but not complete
Start Demo - Full,3356,1166,24,407,E,BIDDLE,ST,0401 - 0421 E BIDDLE ST,11,ProjectCore(19),4,Full Demolition,10/22/18,,,FY19Q2,Y,JOHNSTON SQUARE,Started but not complete
Start Demo - Full,3356,1166,22,403,E,BIDDLE,ST,0401 - 0421 E BIDDLE ST,11,ProjectCore(19),4,Full Demolition,10/22/18,,,FY19Q2,Y,JOHNSTON SQUARE,Started but not complete
Start Demo - Full,3356,1166,25,409,E,BIDDLE,ST,0401 - 0421 E BIDDLE ST,11,ProjectCore(19),4,Full Demolition,10/22/18,,,FY19Q2,Y,JOHNSTON SQUARE,Started but not complete
Start Demo - Full,3356,1166,27,413,E,BIDDLE,ST,0401 - 0421 E BIDDLE ST,11,ProjectCore(19),4,Full Demolition,10/22/18,,,FY19Q2,Y,JOHNSTON SQUARE,Started but not complete
Start Demo - Full,3356,1166,28,415,E,BIDDLE,ST,0401 - 0421 E BIDDLE ST,11,ProjectCore(19),4,Full Demolition,10/22/18,,,FY19Q2,Y,JOHNSTON SQUARE,Started but not complete
Start Demo - Full,3356,1166,31,421,E,BIDDLE,ST,0401 - 0421 E BIDDLE ST,11,ProjectCore(19),4,Full Demolition,10/22/18,,,FY19Q2,Y,JOHNSTON SQUARE,Started but not complete
Start Demo - Full,3356,1166,30,419,E,BIDDLE,ST,0401 - 0421 E BIDDLE ST,11,ProjectCore(19),4,Full Demolition,10/22/18,,,FY19Q2,Y,JOHNSTON SQUARE,Started but not complete
Release to Contractor(Whole Group),3357,1168,21,609,E,BIDDLE,ST,0601 - 0609 E BIDDLE ST,5,ProjectCore(19),4,Full Demolition,,,,FY19Q2,Y,JOHNSTON SQUARE,Raze in FY19
Release to Contractor(Whole Group),3357,1168,24,603,E,BIDDLE,ST,0601 - 0609 E BIDDLE ST,5,ProjectCore(19),4,Full Demolition,,,,FY19Q2,Y,JOHNSTON SQUARE,Raze in FY19
Release to Contractor(Whole Group),3357,1168,22,607,E,BIDDLE,ST,0601 - 0609 E BIDDLE ST,5,ProjectCore(19),4,Full Demolition,,,,FY19Q2,Y,JOHNSTON SQUARE,Raze in FY19
Release to Contractor(Whole Group),3357,1168,25,601,E,BIDDLE,ST,0601 - 0609 E BIDDLE ST,5,ProjectCore(19),4,Full Demolition,,,,FY19Q2,Y,JOHNSTON SQUARE,Raze in FY19
Release to Contractor(Whole Group),3357,1168,23,605,E,BIDDLE,ST,0601 - 0609 E BIDDLE ST,5,ProjectCore(19),4,Full Demolition,,,,FY19Q2,Y,JOHNSTON SQUARE,Raze in FY19
Remediation,3358,1168,15,621,E,BIDDLE,ST,0615 - 0621 E BIDDLE ST,4,ProjectCore(18),4,Full Demolition,,,,FY19Q4,Y,JOHNSTON SQUARE,Raze in FY19
Remediation,3358,1168,18,615,E,BIDDLE,ST,0615 - 0621 E BIDDLE ST,4,ProjectCore(18),4,Full Demolition,,,,FY19Q4,Y,JOHNSTON SQUARE,Raze in FY19
Remediation,3358,1168,17,617,E,BIDDLE,ST,0615 - 0621 E BIDDLE ST,4,ProjectCore(18),4,Full Demolition,,,,FY19Q4,Y,JOHNSTON SQUARE,Raze in FY19
Remediation,3358,1168,16,619,E,BIDDLE,ST,0615 - 0621 E BIDDLE ST,4,ProjectCore(18),4,Full Demolition,,,,FY19Q4,Y,JOHNSTON SQUARE,Raze in FY19
DEMO Prep,3359,1477,99,1701,,CRYSTAL,AVE,1701   CRYSTAL ,1,,NA,Raze After Due Process,,,BROADWAY EAST,FY19Q2,N,BROADWAY EAST,FY20
Final/Full Demo Complete,3371,2171,44,2593,W,BALTIMORE,ST,2593 W BALTIMORE STREET,1,PLN-380,NA,Emergency Full Demolition,5/15/18,8/2/18,SHIPLEY HILL,FY19Q1,N,SHIPLEY HILL,Completed
Land Resources,3372,1467,78,1629,N,DURHAM,ST,1629  N DURHAM STREET,1,,NA,Full Demolition,,,BROADWAY EAST,FY20Q2,Y,BROADWAY EAST,FY20
Final/Full Demo Complete,3374,3963,16,1730,E,32ND,ST,1730 E 32ND ST,1,,NA,demo garages,7/2/18,7/5/18,,FY19Q1,N,COLDSTREAM HOMESTEAD MONTEBELL,Completed
Utility cut /Enviro. Insp.,3375,0055D,11,1106,N,FREMONT,AVE,1106 & 1110 N FREMONT  AVE,2,,NA,Raze After Due Process,,,SANDTOWN-WINCHESTER,FY19Q3,N,SANDTOWN-WINCHESTER,FY20
Utility cut /Enviro. Insp.,3375,0055D,12,1110,N,FREMONT,AVE,1106 & 1110 N FREMONT  AVE,2,,NA,Raze After Due Process,,,SANDTOWN-WINCHESTER,FY19Q3,N,SANDTOWN-WINCHESTER,FY20
DEMO Prep,3378,1158,36,1230,,AISQUITH,ST,1216-1218 & 1230-1232   AISQUITH ,4,,NA,Raze After Due Process,,,OLIVER,FY19Q3,N,OLIVER,FY20
DEMO Prep,3378,1158,43,1216,,AISQUITH,ST,1216-1218 & 1230-1232   AISQUITH ,4,,NA,Raze After Due Process,,,OLIVER,FY19Q3,N,OLIVER,FY20
DEMO Prep,3378,1158,35,1232,,AISQUITH,ST,1216-1218 & 1230-1232   AISQUITH ,4,,NA,Raze After Due Process,,,OLIVER,FY19Q3,N,OLIVER,FY20
DEMO Prep,3378,1158,42,1218,,AISQUITH,ST,1216-1218 & 1230-1232   AISQUITH ,4,,NA,Raze After Due Process,,,OLIVER,FY19Q3,N,OLIVER,FY20
Utility cut /Enviro. Insp.,3387,161,29,2002,W,LEXINGTON,ST,2002 W LEXINGTON STREET,1,PLN-390,NA,Raze After Due Process,,,PENROSE/FAYETTE STREET OUTREAC,FY19Q3,N,PENROSE/FAYETTE STREET OUTREAC,FY20
Final/Full Demo Complete,3390,2370,9,1117,,ASHBURTON,ST,1117   ASHBURTON ST,1,PLN-380,NA,Emergency Full Demolition,6/19/18,11/14/18,WINCHESTER,FY19Q1,N,WINCHESTER,Completed
Final/Full Demo Complete,3392,1529,86,1225,N,REGESTER,ST,1225 N REGESTER STREET,1,PLN-380,NA,Emergency Full Demolition,6/8/18,2/1/19,BROADWAY EAST,FY19Q1,N,BROADWAY EAST,Completed
Final/Full Demo Complete,3397,248,44,128,S,CAREY,ST,126 - 128 S CAREY STREET,2,PLN-380,NA,Emergency Full Demolition,6/12/18,8/15/18,UNION SQUARE,FY19Q1,N,UNION SQUARE,Completed
Final/Full Demo Complete,3397,248,45,126,S,CAREY,ST,126 - 128 S CAREY STREET,2,PLN-380,NA,Emergency Full Demolition,6/12/18,8/15/18,UNION SQUARE,FY19Q1,N,UNION SQUARE,Completed
DEMO Prep,3398,8331,17,5306,,NORWOOD,AVE,5306   NORWOOD ,1,,NA,Raze After Due Process,,,HOWARD PARK,FY19Q3,N,HOWARD PARK,FY20
Land Resources,3399,3936,91,2734,,FENWICK,AVE,2730 - 2748  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3399,3936,97,2746,,FENWICK,AVE,2730 - 2748  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3399,3936,94,2740,,FENWICK,AVE,2730 - 2748  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3399,3936,96,2744,,FENWICK,AVE,2730 - 2748  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3399,3936,90,2732,,FENWICK,AVE,2730 - 2748  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3399,3936,93,2738,,FENWICK,AVE,2730 - 2748  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3399,3936,89,2730,,FENWICK,AVE,2730 - 2748  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3399,3936,92,2736,,FENWICK,AVE,2730 - 2748  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3399,3936,95,2742,,FENWICK,AVE,2730 - 2748  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3399,3936,98,2748,,FENWICK,AVE,2730 - 2748  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3400,3936,84,2720,,FENWICK,AVE,2716 - 2728  FENWICK AVE,7,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3400,3936,87,2726,,FENWICK,AVE,2716 - 2728  FENWICK AVE,7,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3400,3936,82,2716,,FENWICK,AVE,2716 - 2728  FENWICK AVE,7,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3400,3936,83,2718,,FENWICK,AVE,2716 - 2728  FENWICK AVE,7,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3400,3936,85,2722,,FENWICK,AVE,2716 - 2728  FENWICK AVE,7,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3400,3936,86,2724,,FENWICK,AVE,2716 - 2728  FENWICK AVE,7,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3400,3936,88,2728,,FENWICK,AVE,2716 - 2728  FENWICK AVE,7,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3401,3936,74,2700,,FENWICK,AVE,2700 - 2708  FENWICK AVE,5,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3401,3936,76,2704,,FENWICK,AVE,2700 - 2708  FENWICK AVE,5,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3401,3936,75,2702,,FENWICK,AVE,2700 - 2708  FENWICK AVE,5,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3401,3936,78,2708,,FENWICK,AVE,2700 - 2708  FENWICK AVE,5,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3401,3936,77,2706,,FENWICK,AVE,2700 - 2708  FENWICK AVE,5,Undecided,NA,Full Demolition,,,,FY20Q3,Y,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3402,3937,16,2703,,FENWICK,AVE,2701 - 2719  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3402,3937,19,2709,,FENWICK,AVE,2701 - 2719  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3402,3937,22,2715,,FENWICK,AVE,2701 - 2719  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3402,3937,17,2705,,FENWICK,AVE,2701 - 2719  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3402,3937,20,2711,,FENWICK,AVE,2701 - 2719  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3402,3937,23,2717,,FENWICK,AVE,2701 - 2719  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3402,3937,15,2701,,FENWICK,AVE,2701 - 2719  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3402,3937,18,2707,,FENWICK,AVE,2701 - 2719  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3402,3937,21,2713,,FENWICK,AVE,2701 - 2719  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3402,3937,24,2719,,FENWICK,AVE,2701 - 2719  FENWICK AVE,10,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3403,3937,47,2702,,HUGO,AVE,2700 - 2724  HUGO AVE,13,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3403,3937,48,2704,,HUGO,AVE,2700 - 2724  HUGO AVE,13,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3403,3937,50,2708,,HUGO,AVE,2700 - 2724  HUGO AVE,13,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3403,3937,51,2710,,HUGO,AVE,2700 - 2724  HUGO AVE,13,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3403,3937,53,2714,,HUGO,AVE,2700 - 2724  HUGO AVE,13,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3403,3937,54,2716,,HUGO,AVE,2700 - 2724  HUGO AVE,13,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3403,3937,56,2720,,HUGO,AVE,2700 - 2724  HUGO AVE,13,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3403,3937,52,2712,,HUGO,AVE,2700 - 2724  HUGO AVE,13,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3403,3937,55,2718,,HUGO,AVE,2700 - 2724  HUGO AVE,13,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3403,3937,58,2724,,HUGO,AVE,2700 - 2724  HUGO AVE,13,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3403,3937,46,2700,,HUGO,AVE,2700 - 2724  HUGO AVE,13,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3403,3937,49,2706,,HUGO,AVE,2700 - 2724  HUGO AVE,13,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3403,3937,57,2722,,HUGO,AVE,2700 - 2724  HUGO AVE,13,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3404,3938,2,2703,,HUGO,AVE,2701 - 2707  HUGO AVE,4,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3404,3938,3,2705,,HUGO,AVE,2701 - 2707  HUGO AVE,4,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3404,3938,1,2701,,HUGO,AVE,2701 - 2707  HUGO AVE,4,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3404,3938,4,2707,,HUGO,AVE,2701 - 2707  HUGO AVE,4,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3405,3938,8,2715,,HUGO,AVE,2711 - 2725  HUGO AVE,8,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3405,3938,10,2719,,HUGO,AVE,2711 - 2725  HUGO AVE,8,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3405,3938,11,2721,,HUGO,AVE,2711 - 2725  HUGO AVE,8,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3405,3938,13,2725,,HUGO,AVE,2711 - 2725  HUGO AVE,8,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3405,3938,7,2713,,HUGO,AVE,2711 - 2725  HUGO AVE,8,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3405,3938,6,2711,,HUGO,AVE,2711 - 2725  HUGO AVE,8,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3405,3938,9,2717,,HUGO,AVE,2711 - 2725  HUGO AVE,8,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,3405,3938,12,2723,,HUGO,AVE,2711 - 2725  HUGO AVE,8,Undecided,NA,Full Demolition,,,,FY20Q4,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Final/Full Demo Complete,3407,162,25,1947,,PENROSE,AVE,1947   PENROSE ave,1,PLN-380,NA,Emergency Full Demolition,6/14/18,8/15/18,PENROSE/FAYETTE STREET OUTREAC,FY19Q1,N,PENROSE/FAYETTE STREET OUTREAC,Completed
Final/Full Demo Complete,3408,1116,5,1432,E,FEDERAL,ST,1432 E FEDERAL STREET,1,EMG-261,NA,Emergency Full Demolition,6/15/18,8/29/18,OLIVER,FY19Q1,N,OLIVER,Completed
Start Demo - Full,3418,3205,5,1908,N,PULASKI,ST,1908 N PULASKI STREET,1,PLN-390,NA,Emergency Full Demolition,1/31/19,,MONDAWMIN,FY19Q3,N,MONDAWMIN,Started but not complete
Utility cut /Enviro. Insp.,3423,7076,27,533,,FREEMAN,ST,531 - 535  FREEMAN ST,3,,NA,Full Demolition,,,,FY20Q1,N,BROOKLYN,FY20
Utility cut /Enviro. Insp.,3423,7076,28,535,,FREEMAN,ST,531 - 535  FREEMAN ST,3,,NA,Full Demolition,,,,FY20Q1,N,BROOKLYN,FY20
Utility cut /Enviro. Insp.,3423,7076,26,531,,FREEMAN,ST,531 - 535  FREEMAN ST,3,,NA,Full Demolition,,,,FY20Q1,N,BROOKLYN,FY20
Utility cut /Enviro. Insp.,3425,2386,21,2851,,PROSPECT,ST,2851-2853  PROSPECT St,2,PLN-390,NA,Full Demolition,,,MOSHER,FY19Q4,N,MOSHER,FY20
Utility cut /Enviro. Insp.,3425,2386,20,2853,,PROSPECT,ST,2851-2853  PROSPECT St,2,PLN-390,NA,Full Demolition,,,MOSHER,FY19Q4,N,MOSHER,FY20
Final/Full Demo Complete,3428,127,46,534,N,ARLINGTON,AVE,532&534 N ARLINGTON st,2,PLN-380,NA,Emergency Full Demolition,7/11/18,9/10/18,HARLEM PARK,FY19Q2,N,HARLEM PARK,Completed
Final/Full Demo Complete,3428,127,47,532,N,ARLINGTON,AVE,532&534 N ARLINGTON st,2,PLN-380,NA,Emergency Full Demolition,7/11/18,9/10/18,HARLEM PARK,FY19Q2,N,HARLEM PARK,Completed
Final/Full Demo Complete,3436,1505,47,1433,N,MILTON,AVE,1431 & 1433 N MILTON AVE,2,PLN-380,NA,Emergency Full Demolition,7/18/18,9/11/18,BEREA,FY19Q2,N,BEREA,Completed
Final/Full Demo Complete,3436,1505,48,1431,N,MILTON,AVE,1431 & 1433 N MILTON AVE,2,PLN-380,NA,Emergency Full Demolition,7/18/18,9/11/18,BEREA,FY19Q2,N,BEREA,Completed
Due Process,3437,1505,50,1427,N,MILTON,AVE,1417-29 N MILTON AVE,7,,NA,Raze After Due Process,,,BEREA,FY19Q4,N,BEREA,FY20
Due Process,3437,1505,51,1425,N,MILTON,AVE,1417-29 N MILTON AVE,7,,NA,Raze After Due Process,,,BEREA,FY19Q4,N,BEREA,FY20
Due Process,3437,1505,53,1421,N,MILTON,AVE,1417-29 N MILTON AVE,7,,NA,Raze After Due Process,,,BEREA,FY19Q4,N,BEREA,FY20
Due Process,3437,1505,54,1419,N,MILTON,AVE,1417-29 N MILTON AVE,7,,NA,Raze After Due Process,,,BEREA,FY19Q4,N,BEREA,FY20
Due Process,3437,1505,49,1429,N,MILTON,AVE,1417-29 N MILTON AVE,7,,NA,Raze After Due Process,,,BEREA,FY19Q4,N,BEREA,FY20
