block,buildingaddress,councildistrict,location,lot,neighborhood,noticedate,policedistrict,referenceid
3207,1931 WALBROOK AVE,7,"(39.31063809, -76.6492001)",043,MONDAWMIN,2008-11-14T05:00:00Z,WESTERN,3207 043 111408
3207,1921 WALBROOK AVE,7,"(39.31064739, -76.64895708)",048,MONDAWMIN,2015-01-08T05:00:00Z,WESTERN,3207 048 010815
3207,1919 WALBROOK AVE,7,"(39.31064919, -76.64890967)",049,MONDAWMIN,2013-11-22T05:00:00Z,WESTERN,3207 049 112213
3207,1917 WALBROOK AVE,7,"(39.31065105, -76.64886185)",050,MONDAWMIN,2012-02-28T05:00:00Z,WESTERN,3207 050 022812
3207,1918 N MONROE ST,7,"(39.31060174, -76.64846765)",059,MONDAWMIN,2005-07-05T04:00:00Z,WESTERN,3207 059 070505
3207,1914 N MONROE ST,7,"(39.31052506, -76.64846239)",061,MONDAWMIN,2009-04-29T04:00:00Z,WESTERN,3207 061 042909
3207,1906 N MONROE ST,7,"(39.31030525, -76.64845199)",065,MONDAWMIN,2015-01-09T05:00:00Z,WESTERN,3207 065 010915
3207,1917 HERBERT ST,7,"(39.31022033, -76.64889964)",075,MONDAWMIN,2014-08-01T04:00:00Z,WESTERN,3207 075 080114
3207,1919 HERBERT ST,7,"(39.31021852, -76.64894165)",076,MONDAWMIN,2014-01-31T05:00:00Z,WESTERN,3207 076 013114
3207,1923 HERBERT ST,7,"(39.31021475, -76.64902833)",078,MONDAWMIN,2009-05-21T04:00:00Z,WESTERN,3207 078 052109
3207,1927 HERBERT ST,7,"(39.31021098, -76.64911495)",080,MONDAWMIN,2010-07-28T04:00:00Z,WESTERN,3207 080 072810
3207,1929 HERBERT ST,7,"(39.31020915, -76.64915691)",081,MONDAWMIN,2006-07-26T04:00:00Z,WESTERN,3207 081 072606
3207,1933 HERBERT ST,7,"(39.31020543, -76.64924273)",083,MONDAWMIN,2009-04-28T04:00:00Z,WESTERN,3207 083 042809
3207,1945 HERBERT ST,7,"(39.31020309, -76.64950065)",088,MONDAWMIN,2010-06-09T04:00:00Z,WESTERN,3207 088 060910
3211,2012 WALBROOK AVE,7,"(39.31098189, -76.65043122)",007,MONDAWMIN,2015-11-20T05:00:00Z,WESTERN,3211 007 112015
3211,2014 WALBROOK AVE,7,"(39.31098011, -76.65048066)",008,MONDAWMIN,2010-01-07T05:00:00Z,WESTERN,3211 008 010710
3211,2016 WALBROOK AVE,7,"(39.31097948, -76.65052806)",009,MONDAWMIN,2005-07-06T04:00:00Z,WESTERN,3211 009 070605
3211,2018 WALBROOK AVE,7,"(39.31097666, -76.65057575)",010,MONDAWMIN,2007-11-16T05:00:00Z,WESTERN,3211 010 111607
3211,2022 WALBROOK AVE,7,"(39.31097295, -76.65067821)",012,MONDAWMIN,2009-02-24T05:00:00Z,WESTERN,3211 012 022409
3211,2024 WALBROOK AVE,7,"(39.31097006, -76.65072892)",013,MONDAWMIN,2014-11-06T05:00:00Z,WESTERN,3211 013 110614
3211,2028 WALBROOK AVE,7,"(39.31096645, -76.65082821)",015,MONDAWMIN,2010-08-20T04:00:00Z,WESTERN,3211 015 082010
3211,2038 WALBROOK AVE,7,"(39.31095956, -76.65107402)",020,MONDAWMIN,2014-12-19T05:00:00Z,WESTERN,3211 020 121914
3211,2042 WALBROOK AVE,7,"(39.31095503, -76.6511726)",022,MONDAWMIN,2010-10-29T04:00:00Z,WESTERN,3211 022 102910
3211,2019 N PULASKI ST,7,"(39.31150014, -76.65116959)",033,MONDAWMIN,2012-01-13T05:00:00Z,WESTERN,3211 033 011312
3211,2021 N PULASKI ST,7,"(39.31156784, -76.65117225)",034,MONDAWMIN,2006-02-10T05:00:00Z,WESTERN,3211 034 021006
3211,2027 CLIFTON AVE,7,"(39.31164821, -76.65099536)",039,MONDAWMIN,2014-09-24T04:00:00Z,WESTERN,3211 039 092414
3211,2021 CLIFTON AVE,7,"(39.31165355, -76.6508652)",042,MONDAWMIN,2007-09-24T04:00:00Z,WESTERN,3211 042 092407
3210,1904 WALBROOK AVE,7,"(39.31105341, -76.64849774)",003,MONDAWMIN,2007-07-19T04:00:00Z,WESTERN,3210 003 071907
3210,1910 WALBROOK AVE,7,"(39.31104653, -76.64864863)",006,MONDAWMIN,2007-10-02T04:00:00Z,WESTERN,3210 006 100207
3210,1916 WALBROOK AVE,7,"(39.31104118, -76.64879641)",009,MONDAWMIN,2007-07-20T04:00:00Z,WESTERN,3210 009 072007
3210,1924 WALBROOK AVE,7,"(39.31103402, -76.64899441)",013,MONDAWMIN,2007-07-20T04:00:00Z,WESTERN,3210 013 072007
3210,1928 WALBROOK AVE,7,"(39.31103043, -76.64909307)",015,MONDAWMIN,2010-10-15T04:00:00Z,WESTERN,3210 015 101510
3210,1930 WALBROOK AVE,7,"(39.31102864, -76.64914268)",016,MONDAWMIN,2008-11-19T05:00:00Z,WESTERN,3210 016 111908
3210,1944 WALBROOK AVE,7,"(39.31101614, -76.64948713)",023,MONDAWMIN,2007-12-20T05:00:00Z,WESTERN,3210 023 122007
3210,1952 WALBROOK AVE,7,"(39.31100896, -76.64968505)",027,MONDAWMIN,2014-05-09T04:00:00Z,WESTERN,3210 027 050914
3210,1947 RIDGEHILL AVE,7,"(39.31123034, -76.64948219)",038,MONDAWMIN,2015-07-17T04:00:00Z,WESTERN,3210 038 071715
3210,1945 RIDGEHILL AVE,7,"(39.31123303, -76.64944131)",039,MONDAWMIN,2007-07-26T04:00:00Z,WESTERN,3210 039 072607
3210,1943 RIDGEHILL AVE,7,"(39.3112334, -76.6494011)",040,MONDAWMIN,2007-07-20T04:00:00Z,WESTERN,3210 040 072007
3210,1941 RIDGEHILL AVE,7,"(39.31123498, -76.64935874)",041,MONDAWMIN,2006-07-07T04:00:00Z,WESTERN,3210 041 070706
3210,1937 RIDGEHILL AVE,7,"(39.31123816, -76.64927401)",043,MONDAWMIN,2015-02-19T05:00:00Z,WESTERN,3210 043 021915
3210,1930 RIDGEHILL AVE,7,"(39.31150321, -76.64910909)",078,MONDAWMIN,2014-02-11T05:00:00Z,WESTERN,3210 078 021114
3210,1932 RIDGEHILL AVE,7,"(39.3115017, -76.64915062)",079,MONDAWMIN,2010-07-19T04:00:00Z,WESTERN,3210 079 071910
3210,1934 RIDGEHILL AVE,7,"(39.31150018, -76.64919288)",080,MONDAWMIN,2012-07-23T04:00:00Z,WESTERN,3210 080 072312
3210,1938 RIDGEHILL AVE,7,"(39.31149709, -76.64927751)",082,MONDAWMIN,2006-12-01T05:00:00Z,WESTERN,3210 082 120106
3210,1942 RIDGEHILL AVE,7,"(39.31149408, -76.64936149)",084,MONDAWMIN,2006-02-02T05:00:00Z,WESTERN,3210 084 020206
3210,1944 RIDGEHILL AVE,7,"(39.31149247, -76.64940522)",085,MONDAWMIN,2010-07-30T04:00:00Z,WESTERN,3210 085 073010
3210,1946 RIDGEHILL AVE,7,"(39.31149091, -76.64944845)",086,MONDAWMIN,2008-03-08T05:00:00Z,WESTERN,3210 086 030808
3210,2017 N PAYSON ST,7,"(39.31151679, -76.6497692)",093,MONDAWMIN,2012-09-06T04:00:00Z,WESTERN,3210 093 090612
3210,2021 N PAYSON ST,7,"(39.31161748, -76.64977481)",095,MONDAWMIN,2011-10-14T04:00:00Z,WESTERN,3210 095 101411
3210,1943 CLIFTON AVE,7,"(39.31170369, -76.64949191)",102,MONDAWMIN,2015-01-30T05:00:00Z,WESTERN,3210 102 013015
3210,1913 CLIFTON AVE,7,"(39.31173178, -76.64871448)",117,MONDAWMIN,2013-12-20T05:00:00Z,WESTERN,3210 117 122013
3211,2008 WALBROOK AVE,7,"(39.3109855, -76.65033239)",005,MONDAWMIN,2006-02-27T05:00:00Z,WESTERN,3211 005 022706
3211,2010 WALBROOK AVE,7,"(39.31098372, -76.6503818)",006,MONDAWMIN,2014-11-17T05:00:00Z,WESTERN,3211 006 111714
3234,2329 BRYANT AVE,7,"(39.31728032, -76.647658)",015N,PARKVIEW/WOODBROOK,2008-12-02T05:00:00Z,WESTERN,3234 015N 120208
3234,2310 WHITTIER AVE,7,"(39.31670249, -76.64785964)",025,PARKVIEW/WOODBROOK,2010-02-25T05:00:00Z,WESTERN,3234 025 022510
3235,3302 AUCHENTOROLY TERR,7,"(39.31780549, -76.64764255)",002,PARKVIEW/WOODBROOK,2015-10-06T04:00:00Z,WESTERN,3235 002 100615
3235,1605 GWYNNS FALLS PKWY,7,"(39.31789305, -76.64828416)",016,PARKVIEW/WOODBROOK,2005-11-25T05:00:00Z,WESTERN,3235 016 112505
3235,1635 GWYNNS FALLS PKWY,7,"(39.31739041, -76.64899749)",030,PARKVIEW/WOODBROOK,2013-12-18T05:00:00Z,WESTERN,3235 030 121813
3235,1637 GWYNNS FALLS PKWY,7,"(39.3173626, -76.64903674)",031,PARKVIEW/WOODBROOK,2016-02-19T05:00:00Z,WESTERN,3235 031 021916
3236,3400 AUCHENTOROLY TERR,7,"(39.31854925, -76.64838733)",010,PARKVIEW/WOODBROOK,2015-02-04T05:00:00Z,WESTERN,3236 010 020415
3236,3446 AUCHENTOROLY TERR,7,"(39.31944743, -76.65000091)",026A,PARKVIEW/WOODBROOK,2015-07-09T04:00:00Z,WESTERN,3236 026A 070915
3236,3423 HOLMES AVE,7,"(39.31885816, -76.64976321)",029A,PARKVIEW/WOODBROOK,2011-03-17T04:00:00Z,WESTERN,3236 029A 031711
3236,3405 HOLMES AVE,7,"(39.31851008, -76.64927867)",034,PARKVIEW/WOODBROOK,2011-04-28T04:00:00Z,WESTERN,3236 034 042811
3237,3501 WOODBROOK AVE,7,"(39.31844458, -76.65066258)",001,PARKVIEW/WOODBROOK,2013-01-17T05:00:00Z,WESTERN,3237 001 011713
3238,2609 REISTERSTOWN ROAD,7,"(39.31796557, -76.65154261)",005,PARKVIEW/WOODBROOK,2012-06-20T04:00:00Z,WESTERN,3238 005 062012
3238,2611 REISTERSTOWN ROAD,7,"(39.31801538, -76.6515782)",006,PARKVIEW/WOODBROOK,2014-05-08T04:00:00Z,WESTERN,3238 006 050814
3238,3500 WOODBROOK AVE,7,"(39.31806586, -76.6510488)",008,PARKVIEW/WOODBROOK,2010-03-05T05:00:00Z,WESTERN,3238 008 030510
3238,3502 WOODBROOK AVE,7,"(39.31812445, -76.65110286)",009,PARKVIEW/WOODBROOK,2010-03-04T05:00:00Z,WESTERN,3238 009 030410
3238,3504 WOODBROOK AVE,7,"(39.31816941, -76.65115391)",010,PARKVIEW/WOODBROOK,2010-03-05T05:00:00Z,WESTERN,3238 010 030510
3238,3506 WOODBROOK AVE,7,"(39.3182145, -76.65120817)",011,PARKVIEW/WOODBROOK,2012-02-08T05:00:00Z,WESTERN,3238 011 020812
3238,2203 LIBERTY HEIGHTS AVE,7,"(39.31855902, -76.65157731)",016,PARKVIEW/WOODBROOK,2009-06-10T04:00:00Z,WESTERN,3238 016 061009
3239,1632 GWYNNS FALLS PKWY,7,"(39.31786717, -76.64958521)",007,PARKVIEW/WOODBROOK,2011-11-03T04:00:00Z,WESTERN,3239 007 110311
3239,1634 GWYNNS FALLS PKWY,7,"(39.31783789, -76.64962634)",008,PARKVIEW/WOODBROOK,2006-12-05T05:00:00Z,WESTERN,3239 008 120506
3239,3405 WOODBROOK AVE,7,"(39.3180577, -76.65019721)",018,PARKVIEW/WOODBROOK,2005-11-17T05:00:00Z,WESTERN,3239 018 111705
3211,2007 CLIFTON AVE,7,"(39.31166363, -76.6505665)",049,MONDAWMIN,2015-07-31T04:00:00Z,WESTERN,3211 049 073115
3211,2016 N PAYSON ST,7,"(39.31149943, -76.6502449)",059,MONDAWMIN,2014-11-06T05:00:00Z,WESTERN,3211 059 110614
3211,2006 N PAYSON ST,7,"(39.31123908, -76.65023271)",064,MONDAWMIN,2005-05-19T04:00:00Z,WESTERN,3211 064 051905
3211,2002 N PAYSON ST,7,"(39.31116724, -76.65022694)",066,MONDAWMIN,2010-10-13T04:00:00Z,WESTERN,3211 066 101310
3211,2000 N PAYSON ST,7,"(39.31113213, -76.65022782)",067,MONDAWMIN,2005-07-05T04:00:00Z,WESTERN,3211 067 070505
3211,2005 RIDGEHILL AVE,7,"(39.31119319, -76.65049686)",070,MONDAWMIN,2014-11-07T05:00:00Z,WESTERN,3211 070 110714
3211,2009 RIDGEHILL AVE,7,"(39.31119025, -76.6505816)",072,MONDAWMIN,2013-10-04T04:00:00Z,WESTERN,3211 072 100413
3211,2011 RIDGEHILL AVE,7,"(39.31118878, -76.65062396)",073,MONDAWMIN,2013-06-12T04:00:00Z,WESTERN,3211 073 061213
3211,2023 RIDGEHILL AVE,7,"(39.31117996, -76.65088088)",079,MONDAWMIN,2012-03-16T04:00:00Z,WESTERN,3211 079 031612
3211,2025 RIDGEHILL AVE,7,"(39.31117853, -76.65092259)",080,MONDAWMIN,2012-11-20T05:00:00Z,WESTERN,3211 080 112012
3211,2027 RIDGEHILL AVE,7,"(39.3111765, -76.65096549)",081,MONDAWMIN,2014-01-27T05:00:00Z,WESTERN,3211 081 012714
3211,2026 RIDGEHILL AVE,7,"(39.31143396, -76.65098129)",082,MONDAWMIN,2011-07-25T04:00:00Z,WESTERN,3211 082 072511
3211,2020 RIDGEHILL AVE,7,"(39.31144001, -76.65085049)",085,MONDAWMIN,2015-07-30T04:00:00Z,WESTERN,3211 085 073015
3211,2018 RIDGEHILL AVE,7,"(39.31144154, -76.65080853)",086,MONDAWMIN,2012-08-20T04:00:00Z,WESTERN,3211 086 082012
3211,2016 RIDGEHILL AVE,7,"(39.31144308, -76.65076596)",087,MONDAWMIN,2010-12-30T05:00:00Z,WESTERN,3211 087 123010
3211,2010 RIDGEHILL AVE,7,"(39.31144778, -76.65063755)",090,MONDAWMIN,2012-03-08T05:00:00Z,WESTERN,3211 090 030812
3211,2008 RIDGEHILL AVE,7,"(39.31144924, -76.65059706)",091,MONDAWMIN,2015-01-02T05:00:00Z,WESTERN,3211 091 010215
3211,2006 RIDGEHILL AVE,7,"(39.31145078, -76.65055501)",092,MONDAWMIN,2007-10-24T04:00:00Z,WESTERN,3211 092 102407
3211,2002 RIDGEHILL AVE,7,"(39.3114539, -76.65046913)",094,MONDAWMIN,2009-06-12T04:00:00Z,WESTERN,3211 094 061209
3211,2000 RIDGEHILL AVE,7,"(39.31145711, -76.65042602)",095,MONDAWMIN,2009-12-29T05:00:00Z,WESTERN,3211 095 122909
3212,2100 WALBROOK AVE,7,"(39.31094178, -76.65151913)",001,MONDAWMIN,2007-11-13T05:00:00Z,WESTERN,3212 001 111307
3212,2102 WALBROOK AVE,7,"(39.31094046, -76.65157398)",002,MONDAWMIN,2005-09-20T04:00:00Z,WESTERN,3212 002 092005
3212,2128 WALBROOK AVE,7,"(39.31091707, -76.65221894)",015,MONDAWMIN,2006-12-11T05:00:00Z,WESTERN,3212 015 121106
3212,2132 WALBROOK AVE,7,"(39.31091353, -76.65231595)",017,MONDAWMIN,2010-03-09T05:00:00Z,WESTERN,3212 017 030910
3212,2140 WALBROOK AVE,7,"(39.3109061, -76.65252562)",021,MONDAWMIN,2007-07-12T04:00:00Z,WESTERN,3212 021 071207
3212,2144 WALBROOK AVE,7,"(39.31090197, -76.65263426)",023,MONDAWMIN,2007-07-13T04:00:00Z,WESTERN,3212 023 071307
3212,2003 N SMALLWOOD ST,7,"(39.31108197, -76.65254778)",025,MONDAWMIN,2009-03-10T04:00:00Z,WESTERN,3212 025 031009
3227,2112 N FULTON AVE,7,"(39.31233244, -76.64688248)",029,MONDAWMIN,2015-06-04T04:00:00Z,WESTERN,3227 029 060415
3227,2114 N FULTON AVE,7,"(39.31237052, -76.64688504)",030,MONDAWMIN,2006-04-19T04:00:00Z,WESTERN,3227 030 041906
3227,2134 N FULTON AVE,7,"(39.31275692, -76.64689444)",040,MONDAWMIN,2009-04-24T04:00:00Z,WESTERN,3227 040 042409
3212,2026 N PULASKI ST,7,"(39.31166183, -76.65166099)",052,MONDAWMIN,2015-03-11T04:00:00Z,WESTERN,3212 052 031115
3212,2024 N PULASKI ST,7,"(39.31162371, -76.65165848)",053,MONDAWMIN,2014-03-21T04:00:00Z,WESTERN,3212 053 032114
3212,2020 N PULASKI ST,7,"(39.31154731, -76.65165344)",055,MONDAWMIN,2009-03-10T04:00:00Z,WESTERN,3212 055 031009
3212,2103 RIDGEHILL AVE,7,"(39.31114373, -76.65185828)",067,MONDAWMIN,2007-12-10T05:00:00Z,WESTERN,3212 067 121007
3212,2105 RIDGEHILL AVE,7,"(39.31114221, -76.65189968)",068,MONDAWMIN,2007-10-15T04:00:00Z,WESTERN,3212 068 101507
3212,2107 RIDGEHILL AVE,7,"(39.31114068, -76.65194205)",069,MONDAWMIN,2014-11-21T05:00:00Z,WESTERN,3212 069 112114
3212,2113 RIDGEHILL AVE,7,"(39.31113601, -76.65206965)",072,MONDAWMIN,2005-12-06T05:00:00Z,WESTERN,3212 072 120605
3212,2115 RIDGEHILL AVE,7,"(39.31113469, -76.65211299)",073,MONDAWMIN,2007-10-24T04:00:00Z,WESTERN,3212 073 102407
3212,2117 RIDGEHILL AVE,7,"(39.3111326, -76.6521553)",074,MONDAWMIN,2008-01-30T05:00:00Z,WESTERN,3212 074 013008
3212,2119 RIDGEHILL AVE,7,"(39.31113139, -76.65219673)",075,MONDAWMIN,2011-06-07T04:00:00Z,WESTERN,3212 075 060711
3212,2127 RIDGEHILL AVE,7,"(39.31112506, -76.65236999)",079,MONDAWMIN,2012-04-02T04:00:00Z,WESTERN,3212 079 040212
3212,2122 RIDGEHILL AVE,7,"(39.31139009, -76.65233455)",081,MONDAWMIN,2009-04-30T04:00:00Z,WESTERN,3212 081 043009
3212,2102 RIDGEHILL AVE,7,"(39.31140521, -76.6518719)",091,MONDAWMIN,2013-11-27T05:00:00Z,WESTERN,3212 091 112713
3212,2100 RIDGEHILL AVE,7,"(39.3114068, -76.65182554)",092,MONDAWMIN,2014-11-21T05:00:00Z,WESTERN,3212 092 112114
3213,2001 N BENTALOU ST,7,"(39.31077728, -76.6539342)",017,MONDAWMIN,2011-06-24T04:00:00Z,WESTERN,3213 017 062411
3213,2009 N BENTALOU ST,7,"(39.31092711, -76.65394219)",021,MONDAWMIN,2008-01-25T05:00:00Z,WESTERN,3213 021 012508
3213,2011 N BENTALOU ST,7,"(39.31096349, -76.65394419)",022,MONDAWMIN,2014-03-21T04:00:00Z,WESTERN,3213 022 032114
3213,2017 N BENTALOU ST,7,"(39.31110093, -76.65393822)",025,MONDAWMIN,2010-08-17T04:00:00Z,WESTERN,3213 025 081710
3213,2022 N SMALLWOOD ST,7,"(39.3115684, -76.65310419)",048,MONDAWMIN,2015-01-30T05:00:00Z,WESTERN,3213 048 013015
3214,2029 RUXTON AVE,7,"(39.31150704, -76.654761)",039,MONDAWMIN,2011-12-08T05:00:00Z,WESTERN,3214 039 120811
3214,2043 RUXTON AVE,7,"(39.3118908, -76.65478514)",046,MONDAWMIN,2011-08-16T04:00:00Z,WESTERN,3214 046 081611
3214,2045 RUXTON AVE,7,"(39.31194556, -76.65478869)",047,MONDAWMIN,2010-12-17T05:00:00Z,WESTERN,3214 047 121710
3227,1804 CLIFTON AVE,7,"(39.31218074, -76.64716335)",020,MONDAWMIN,2015-09-22T04:00:00Z,WESTERN,3227 020 092215
3227,2102 N FULTON AVE,7,"(39.31213971, -76.64686818)",024,MONDAWMIN,2014-06-10T04:00:00Z,WESTERN,3227 024 061014
3227,2104 N FULTON AVE,7,"(39.31217773, -76.6468721)",025,MONDAWMIN,2005-08-29T04:00:00Z,WESTERN,3227 025 082905
3227,2108 N FULTON AVE,7,"(39.31225597, -76.64687737)",027,MONDAWMIN,2014-06-11T04:00:00Z,WESTERN,3227 027 061114
3228A,2253 REISTERSTOWN ROAD,7,"(39.31427028, -76.64716091)",018,PARKVIEW/WOODBROOK,2012-10-22T04:00:00Z,WESTERN,3228A018 102212
3228A,2259 REISTERSTOWN ROAD,7,"(39.31435777, -76.64726714)",021,PARKVIEW/WOODBROOK,2007-06-22T04:00:00Z,WESTERN,3228A021 062207
3228A,2205 LYNNBROOK AVE,7,"(39.31448274, -76.64700673)",025,PARKVIEW/WOODBROOK,2008-04-02T04:00:00Z,WESTERN,3228A025 040208
3228A,2207 LYNNBROOK AVE,7,"(39.31450904, -76.64697076)",026,PARKVIEW/WOODBROOK,2006-03-27T05:00:00Z,WESTERN,3228A026 032706
3228A,2209 LYNNBROOK AVE,7,"(39.31453601, -76.64693359)",027,PARKVIEW/WOODBROOK,2010-07-08T04:00:00Z,WESTERN,3228A027 070810
3228A,2858 WOODBROOK AVE,7,"(39.31465431, -76.6467755)",031,PARKVIEW/WOODBROOK,2016-01-13T05:00:00Z,WESTERN,3228A031 011316
3228A,2842 WOODBROOK AVE,7,"(39.31442, -76.64649557)",039,PARKVIEW/WOODBROOK,2006-03-30T05:00:00Z,WESTERN,3228A039 033006
3228A,2808 WOODBROOK AVE,7,"(39.31395292, -76.64596837)",056,PARKVIEW/WOODBROOK,2015-05-07T04:00:00Z,WESTERN,3228A056 050715
3228A,2802 WOODBROOK AVE,7,"(39.31387448, -76.645868)",059,PARKVIEW/WOODBROOK,2006-03-30T05:00:00Z,WESTERN,3228A059 033006
3228A,2222 N FULTON AVE,7,"(39.31383963, -76.64583508)",060,PARKVIEW/WOODBROOK,2014-08-05T04:00:00Z,WESTERN,3228A060 080514
3228B,2865 WOODBROOK AVE,7,"(39.31500108, -76.64658331)",033,PARKVIEW/WOODBROOK,2007-03-06T05:00:00Z,WESTERN,3228B033 030607
3228B,2877 WOODBROOK AVE,7,"(39.31517563, -76.64678815)",039,PARKVIEW/WOODBROOK,2013-06-07T04:00:00Z,WESTERN,3228B039 060713
3228B,2881 WOODBROOK AVE,7,"(39.3152312, -76.64685415)",041,PARKVIEW/WOODBROOK,2010-11-19T05:00:00Z,WESTERN,3228B041 111910
3228B,2836 PARKWOOD AVE,7,"(39.31542303, -76.64665721)",052,PARKVIEW/WOODBROOK,2011-08-25T04:00:00Z,WESTERN,3228B052 082511
3228B,2728 PARKWOOD AVE,7,"(39.31469125, -76.64579144)",077,PARKVIEW/WOODBROOK,2011-11-23T05:00:00Z,WESTERN,3228B077 112311
3228C,2267 REISTERSTOWN ROAD,7,"(39.31458945, -76.64752986)",003,PARKVIEW/WOODBROOK,2005-04-20T04:00:00Z,WESTERN,3228C003 042005
3228C,2275 REISTERSTOWN ROAD,7,"(39.31470539, -76.64766847)",007,PARKVIEW/WOODBROOK,2002-11-11T05:00:00Z,WESTERN,3228C007 111102
3228C,2207 RUSKIN AVE,7,"(39.31498217, -76.64750094)",016,PARKVIEW/WOODBROOK,2013-02-08T05:00:00Z,WESTERN,3228C016 020813
3228C,2211 RUSKIN AVE,7,"(39.31503417, -76.64742857)",018,PARKVIEW/WOODBROOK,2011-07-06T04:00:00Z,WESTERN,3228C018 070611
3228C,2213 RUSKIN AVE,7,"(39.31505959, -76.64739314)",019,PARKVIEW/WOODBROOK,2008-02-19T05:00:00Z,WESTERN,3228C019 021908
3228C,2874 WOODBROOK AVE,7,"(39.31491119, -76.64708209)",027,PARKVIEW/WOODBROOK,2005-11-29T05:00:00Z,WESTERN,3228C027 112905
3228C,2872 WOODBROOK AVE,7,"(39.31488352, -76.64704763)",028,PARKVIEW/WOODBROOK,2012-10-02T04:00:00Z,WESTERN,3228C028 100212
3228C,2870 WOODBROOK AVE,7,"(39.31485302, -76.64701494)",029,PARKVIEW/WOODBROOK,2013-03-15T04:00:00Z,WESTERN,3228C029 031513
3228C,2210 LYNNBROOK AVE,7,"(39.31483384, -76.64721875)",030,PARKVIEW/WOODBROOK,2005-11-17T05:00:00Z,WESTERN,3228C030 111705
3228C,2200 LYNNBROOK AVE,7,"(39.31471121, -76.64738964)",035,PARKVIEW/WOODBROOK,2008-02-26T05:00:00Z,WESTERN,3228C035 022608
3229,2722 AUCHENTOROLY TERR,7,"(39.31538324, -76.64492296)",030,PARKVIEW/WOODBROOK,2009-12-02T05:00:00Z,WESTERN,3229 030 120209
3229,2716 AUCHENTOROLY TERR,7,"(39.31528359, -76.64482386)",033,PARKVIEW/WOODBROOK,2010-09-24T04:00:00Z,WESTERN,3229 033 092410
3230,2815 PARKWOOD AVE,7,"(39.31533047, -76.64589109)",008,PARKVIEW/WOODBROOK,2014-07-24T04:00:00Z,WESTERN,3230 008 072414
3230,2819 PARKWOOD AVE,7,"(39.31538765, -76.64595849)",010,PARKVIEW/WOODBROOK,2008-04-01T04:00:00Z,WESTERN,3230 010 040108
3230,2818 AUCHENTOROLY TERR,7,"(39.31577952, -76.64535992)",020,PARKVIEW/WOODBROOK,2015-07-30T04:00:00Z,WESTERN,3230 020 073015
3232,2829 PARKWOOD AVE,7,"(39.31562857, -76.64624013)",004,PARKVIEW/WOODBROOK,2015-03-02T05:00:00Z,WESTERN,3232 004 030215
3232A,2905 PARKWOOD AVE,7,"(39.31603285, -76.64672227)",003,PARKVIEW/WOODBROOK,2006-01-05T05:00:00Z,WESTERN,3232A003 010506
3232A,2909 PARKWOOD AVE,7,"(39.31608836, -76.64678899)",005,PARKVIEW/WOODBROOK,2005-10-31T05:00:00Z,WESTERN,3232A005 103105
3232A,2911 PARKWOOD AVE,7,"(39.31611601, -76.64682215)",006,PARKVIEW/WOODBROOK,2010-03-26T04:00:00Z,WESTERN,3232A006 032610
3233,2305 WHITTIER AVE,7,"(39.31628412, -76.64765139)",017,PARKVIEW/WOODBROOK,2015-10-21T04:00:00Z,WESTERN,3233 017 102115
3233,2303 WHITTIER AVE,7,"(39.3162404, -76.64771216)",018,PARKVIEW/WOODBROOK,2015-10-26T04:00:00Z,WESTERN,3233 018 102615
3233,2301 WHITTIER AVE,7,"(39.31619675, -76.64777106)",019,PARKVIEW/WOODBROOK,2015-03-02T05:00:00Z,WESTERN,3233 019 030215
3234,2301 BRYANT AVE,7,"(39.31673351, -76.64842324)",015,PARKVIEW/WOODBROOK,2005-10-17T04:00:00Z,WESTERN,3234 015 101705
3234,2303 BRYANT AVE,7,"(39.31677266, -76.64836638)",015A,PARKVIEW/WOODBROOK,2015-12-08T05:00:00Z,WESTERN,3234 015A 120815
3234,2305 BRYANT AVE,7,"(39.31681114, -76.64831255)",015B,PARKVIEW/WOODBROOK,2012-08-03T04:00:00Z,WESTERN,3234 015B 080312
3234,2313 BRYANT AVE,7,"(39.31696732, -76.64809416)",015F,PARKVIEW/WOODBROOK,2015-04-10T04:00:00Z,WESTERN,3234 015F 041015
3234,2319 BRYANT AVE,7,"(39.31708577, -76.64792913)",015I,PARKVIEW/WOODBROOK,2015-01-30T05:00:00Z,WESTERN,3234 015I 013015
3234,2327 BRYANT AVE,7,"(39.31724106, -76.64771276)",015M,PARKVIEW/WOODBROOK,2005-10-17T04:00:00Z,WESTERN,3234 015M 101705
3241,2218 BRYANT AVE,7,"(39.31689829, -76.64902604)",026,PARKVIEW/WOODBROOK,2015-03-30T04:00:00Z,WESTERN,3241 026 033015
3239,3400 HOLMES AVE,7,"(39.31812884, -76.64966468)",021,PARKVIEW/WOODBROOK,2013-01-03T05:00:00Z,WESTERN,3239 021 010313
3240,1704 GWYNNS FALLS PKWY,7,"(39.31743437, -76.65019358)",003,PARKVIEW/WOODBROOK,2009-04-02T04:00:00Z,WESTERN,3240 003 040209
3240,1712 GWYNNS FALLS PKWY,7,"(39.31731907, -76.65035558)",007,PARKVIEW/WOODBROOK,2016-02-23T05:00:00Z,WESTERN,3240 007 022316
3240,3416 WOODBROOK AVE,7,"(39.31792547, -76.65083748)",027,PARKVIEW/WOODBROOK,2007-11-28T05:00:00Z,WESTERN,3240 027 112807
3241,1705 GWYNNS FALLS PKWY,7,"(39.31709583, -76.64941264)",003,PARKVIEW/WOODBROOK,2009-08-13T04:00:00Z,WESTERN,3241 003 081309
