block,buildingaddress,councildistrict,location,lot,neighborhood,noticedate,policedistrict,referenceid
0309,2120 MCCULLOH ST,7,"(39.30910188, -76.63634965)",012,DRUID HEIGHTS,2010-08-05T04:00:00Z,CENTRAL,0309 012 080510
0309,2124 MCCULLOH ST,7,"(39.30916265, -76.63642454)",014,DRUID HEIGHTS,2012-12-20T05:00:00Z,CENTRAL,0309 014 122012
0309,2128 MCCULLOH ST,7,"(39.3092217, -76.63649731)",016,DRUID HEIGHTS,2006-04-05T04:00:00Z,CENTRAL,0309 016 040506
0309,2141 DRUID HILL AVE,7,"(39.30910543, -76.63695758)",022,DRUID HEIGHTS,2015-05-26T04:00:00Z,CENTRAL,0309 022 052615
0309,2131 DRUID HILL AVE,7,"(39.30895648, -76.6367729)",027,DRUID HEIGHTS,2014-08-21T04:00:00Z,CENTRAL,0309 027 082114
0309,2127 DRUID HILL AVE,7,"(39.30889688, -76.63669904)",029,DRUID HEIGHTS,2007-01-23T05:00:00Z,CENTRAL,0309 029 012307
0309,2125 DRUID HILL AVE,7,"(39.30886656, -76.63666143)",030,DRUID HEIGHTS,2008-03-27T04:00:00Z,CENTRAL,0309 030 032708
0309,2111 DRUID HILL AVE,7,"(39.30865948, -76.63640469)",037,DRUID HEIGHTS,2007-11-29T05:00:00Z,CENTRAL,0309 037 112907
0309,2109 DRUID HILL AVE,7,"(39.30862927, -76.63636722)",038,DRUID HEIGHTS,2015-01-09T05:00:00Z,CENTRAL,0309 038 010915
0309,2107 DRUID HILL AVE,7,"(39.3085986, -76.63632924)",039,DRUID HEIGHTS,2011-01-24T05:00:00Z,CENTRAL,0309 039 012411
0309,434 BLOOM ST,7,"(39.30866647, -76.63603094)",043,DRUID HEIGHTS,2010-02-22T05:00:00Z,CENTRAL,0309 043 022210
0310,2118 MADISON AVE,7,"(39.30983719, -76.63571731)",004,DRUID HEIGHTS,2014-03-20T04:00:00Z,CENTRAL,0310 004 032014
0310,2127 MCCULLOH ST,7,"(39.30958242, -76.63605965)",013,DRUID HEIGHTS,2009-08-20T04:00:00Z,CENTRAL,0310 013 082009
0310,2113 MCCULLOH ST,7,"(39.30931713, -76.63573581)",021,DRUID HEIGHTS,2012-05-08T04:00:00Z,CENTRAL,0310 021 050812
0310,2103 MCCULLOH ST,7,"(39.30908163, -76.63552176)",025,DRUID HEIGHTS,2014-05-30T04:00:00Z,CENTRAL,0310 025 053014
0313,2014 DIVISION ST,11,"(39.30696353, -76.63715561)",008,UPTON,2007-10-29T04:00:00Z,CENTRAL,0313 008 102907
0313,2018 DIVISION ST,11,"(39.30701472, -76.63721835)",010,UPTON,2008-07-01T04:00:00Z,CENTRAL,0313 010 070108
0313,2020 DIVISION ST,11,"(39.30704109, -76.63725061)",011,UPTON,2008-08-01T04:00:00Z,CENTRAL,0313 011 080108
0313,2022 DIVISION ST,11,"(39.30706775, -76.63728332)",012,UPTON,2009-05-13T04:00:00Z,CENTRAL,0313 012 051309
0313,525 BLOOM ST,11,"(39.30725573, -76.63734923)",014,UPTON,2008-06-25T04:00:00Z,CENTRAL,0313 014 062508
0313,535 BLOOM ST,11,"(39.30713654, -76.63750964)",019,UPTON,2009-02-25T05:00:00Z,CENTRAL,0313 019 022509
0313,537 BLOOM ST,11,"(39.3071119, -76.63754268)",020,UPTON,2011-01-14T05:00:00Z,CENTRAL,0313 020 011411
0313,541 BLOOM ST,11,"(39.30706596, -76.6376041)",022,UPTON,2009-02-25T05:00:00Z,CENTRAL,0313 022 022509
0314,2032 DRUID HILL AVE,11,"(39.30791896, -76.63627265)",017,DRUID HEIGHTS,2014-07-01T04:00:00Z,CENTRAL,0314 017 070114
0314,2040 DRUID HILL AVE,11,"(39.30804659, -76.63642943)",021,DRUID HEIGHTS,2014-07-18T04:00:00Z,CENTRAL,0314 021 071814
0314,505 BLOOM ST,11,"(39.30782686, -76.63653823)",023,DRUID HEIGHTS,2008-02-21T05:00:00Z,CENTRAL,0314 023 022108
0314,507 BLOOM ST,11,"(39.307799, -76.63657848)",024,DRUID HEIGHTS,2011-08-17T04:00:00Z,CENTRAL,0314 024 081711
0314,523 BLOOM ST,11,"(39.30755168, -76.63695681)",032,DRUID HEIGHTS,2009-11-03T05:00:00Z,CENTRAL,0314 032 110309
0314,2043 DIVISION ST,11,"(39.30739632, -76.63696942)",038,DRUID HEIGHTS,2015-02-13T05:00:00Z,CENTRAL,0314 038 021315
0314,2035 DIVISION ST,11,"(39.30729862, -76.63683521)",042,DRUID HEIGHTS,2013-11-01T04:00:00Z,CENTRAL,0314 042 110113
0314,2008 ETTING ST,11,"(39.30721956, -76.63631527)",063,DRUID HEIGHTS,2015-08-04T04:00:00Z,CENTRAL,0314 063 080415
0314,2010 ETTING ST,11,"(39.30724275, -76.6363436)",064,DRUID HEIGHTS,2010-01-14T05:00:00Z,CENTRAL,0314 064 011410
0314,2016 ETTING ST,11,"(39.30731556, -76.63643286)",067,DRUID HEIGHTS,2011-09-15T04:00:00Z,CENTRAL,0314 067 091511
0314,2018 ETTING ST,11,"(39.30733942, -76.63646208)",068,DRUID HEIGHTS,2012-05-30T04:00:00Z,CENTRAL,0314 068 053012
0314,2030 ETTING ST,11,"(39.30749392, -76.63665143)",074,DRUID HEIGHTS,2012-04-25T04:00:00Z,CENTRAL,0314 074 042512
0314,2017 ETTING ST,11,"(39.30760228, -76.63630406)",081,DRUID HEIGHTS,2012-07-06T04:00:00Z,CENTRAL,0314 081 070612
0314,2011 ETTING ST,11,"(39.30753058, -76.63621471)",084,DRUID HEIGHTS,2013-03-15T04:00:00Z,CENTRAL,0314 084 031513
0316,2031 MCCULLOH ST,11,"(39.30879351, -76.63508291)",024,DRUID HEIGHTS,2009-09-09T04:00:00Z,CENTRAL,0316 024 090909
0316,2023 MCCULLOH ST,11,"(39.30866677, -76.63492716)",028,DRUID HEIGHTS,2015-12-08T05:00:00Z,CENTRAL,0316 028 120815
0316,2013 MCCULLOH ST,11,"(39.30850698, -76.63473082)",033,DRUID HEIGHTS,2011-12-10T05:00:00Z,CENTRAL,0316 033 121011
0320,553 PRESSTMAN ST,11,"(39.30646529, -76.63637564)",001,UPTON,2008-02-14T05:00:00Z,CENTRAL,0320 001 021408
0320,559 PRESSTMAN ST,11,"(39.30638781, -76.63647796)",004,UPTON,2006-06-13T04:00:00Z,CENTRAL,0320 004 061306
0320,561 PRESSTMAN ST,11,"(39.30636225, -76.63651068)",005,UPTON,2005-11-01T05:00:00Z,CENTRAL,0320 005 110105
0320,563 PRESSTMAN ST,11,"(39.30633821, -76.63654634)",006,UPTON,2007-11-08T05:00:00Z,CENTRAL,0320 006 110807
0320,565 PRESSTMAN ST,11,"(39.30631028, -76.63657802)",007,UPTON,2015-12-29T05:00:00Z,CENTRAL,0320 007 122915
0320,569 PRESSTMAN ST,11,"(39.30625977, -76.63664773)",009,UPTON,2005-11-23T05:00:00Z,CENTRAL,0320 009 112305
0320,573 PRESSTMAN ST,11,"(39.30620893, -76.63671838)",011,UPTON,2007-11-08T05:00:00Z,CENTRAL,0320 011 110807
0320,1902 DIVISION ST,11,"(39.30594598, -76.63592357)",049,UPTON,2007-10-31T04:00:00Z,CENTRAL,0320 049 103107
0320,1904 DIVISION ST,11,"(39.30597354, -76.63595765)",050,UPTON,2006-02-02T05:00:00Z,CENTRAL,0320 050 020206
0320,1928 DIVISION ST,11,"(39.30628657, -76.63634417)",062,UPTON,2007-05-17T04:00:00Z,CENTRAL,0320 062 051707
0321,1900 DRUID HILL AVE,11,"(39.30663975, -76.63467435)",001,DRUID HEIGHTS,2015-03-25T04:00:00Z,CENTRAL,0321 001 032515
0321,545 PRESSTMAN ST,11,"(39.30667435, -76.63610213)",038,DRUID HEIGHTS,2009-12-31T05:00:00Z,CENTRAL,0321 038 123109
0321,547 PRESSTMAN ST,11,"(39.30664902, -76.63613651)",039,DRUID HEIGHTS,2009-12-31T05:00:00Z,CENTRAL,0321 039 123109
0321,528 ROBERT ST,11,"(39.30619057, -76.63539656)",058,DRUID HEIGHTS,2006-01-25T05:00:00Z,CENTRAL,0321 058 012506
0321,522 ROBERT ST,11,"(39.30626298, -76.63529925)",061,DRUID HEIGHTS,2007-11-16T05:00:00Z,CENTRAL,0321 061 111607
0321,520 ROBERT ST,11,"(39.30628665, -76.63526746)",062,DRUID HEIGHTS,2011-05-16T04:00:00Z,CENTRAL,0321 062 051611
0321,1900 ETTING ST,11,"(39.30643753, -76.63532254)",072,DRUID HEIGHTS,2007-10-05T04:00:00Z,CENTRAL,0321 072 100507
0321,1904 ETTING ST,11,"(39.30648235, -76.63538258)",074,DRUID HEIGHTS,2012-08-29T04:00:00Z,CENTRAL,0321 074 082912
0321,1908 ETTING ST,11,"(39.30652555, -76.63543455)",076,DRUID HEIGHTS,2006-06-28T04:00:00Z,CENTRAL,0321 076 062806
0321,1927 ETTING ST,11,"(39.30692124, -76.63544714)",089,DRUID HEIGHTS,2009-09-23T04:00:00Z,CENTRAL,0321 089 092309
0321,1925 ETTING ST,11,"(39.30689806, -76.63541842)",090,DRUID HEIGHTS,2007-10-22T04:00:00Z,CENTRAL,0321 090 102207
0321,1923 ETTING ST,11,"(39.30687437, -76.63538914)",091,DRUID HEIGHTS,2010-03-23T04:00:00Z,CENTRAL,0321 091 032310
0321,1921 ETTING ST,11,"(39.30684937, -76.63535777)",092,DRUID HEIGHTS,2013-07-03T04:00:00Z,CENTRAL,0321 092 070313
0321,1919 ETTING ST,11,"(39.30682492, -76.63532755)",093,DRUID HEIGHTS,2007-10-22T04:00:00Z,CENTRAL,0321 093 102207
0321,1915 ETTING ST,11,"(39.30677949, -76.63526964)",095,DRUID HEIGHTS,2009-08-27T04:00:00Z,CENTRAL,0321 095 082709
0321,1911 ETTING ST,11,"(39.30673037, -76.63521336)",097,DRUID HEIGHTS,2007-10-22T04:00:00Z,CENTRAL,0321 097 102207
0321,1905 ETTING ST,11,"(39.30665872, -76.63512241)",100,DRUID HEIGHTS,2004-11-08T05:00:00Z,CENTRAL,0321 100 110804
0321,1903 ETTING ST,11,"(39.30663491, -76.63509329)",101,DRUID HEIGHTS,2007-09-27T04:00:00Z,CENTRAL,0321 101 092707
0321,1901 ETTING ST,11,"(39.30661198, -76.63506324)",102,DRUID HEIGHTS,2007-10-22T04:00:00Z,CENTRAL,0321 102 102207
0322,405 PRESSTMAN ST,11,"(39.30765891, -76.63482319)",023,DRUID HEIGHTS,2004-11-29T05:00:00Z,CENTRAL,0322 023 112904
0322,1929 DRUID HILL AVE,11,"(39.30736062, -76.63480293)",030,DRUID HEIGHTS,2015-03-16T04:00:00Z,CENTRAL,0322 030 031615
0323,1929 MCCULLOH ST,11,"(39.30805657, -76.63417407)",019,MADISON PARK,2014-06-26T04:00:00Z,CENTRAL,0323 019 062614
0323,1917 MCCULLOH ST,11,"(39.30784899, -76.63391741)",025,MADISON PARK,2014-06-26T04:00:00Z,CENTRAL,0323 025 062614
0327,1802 DIVISION ST,11,"(39.30512371, -76.63479941)",002,UPTON,2010-12-14T05:00:00Z,CENTRAL,0327 002 121410
0327,1826 DIVISION ST,11,"(39.30541242, -76.63522678)",014,UPTON,2015-07-06T04:00:00Z,CENTRAL,0327 014 070615
0698,402 S PAYSON ST,9,"(39.28259982, -76.64856976)",002,CARROLLTON RIDGE,2011-12-20T05:00:00Z,SOUTHERN,0698 002 122011
0698,404 S PAYSON ST,9,"(39.28257008, -76.64855316)",003,CARROLLTON RIDGE,2008-01-31T05:00:00Z,SOUTHERN,0698 003 013108
0698,406 S PAYSON ST,9,"(39.28253964, -76.64853622)",004,CARROLLTON RIDGE,2008-01-31T05:00:00Z,SOUTHERN,0698 004 013108
0698,408 S PAYSON ST,9,"(39.28250888, -76.64851907)",005,CARROLLTON RIDGE,2008-01-31T05:00:00Z,SOUTHERN,0698 005 013108
0698,410 S PAYSON ST,9,"(39.2824777, -76.64850167)",006,CARROLLTON RIDGE,2015-07-06T04:00:00Z,SOUTHERN,0698 006 070615
0698,412 S PAYSON ST,9,"(39.28244743, -76.64848479)",007,CARROLLTON RIDGE,2013-01-10T05:00:00Z,SOUTHERN,0698 007 011013
0698,414 S PAYSON ST,9,"(39.28241667, -76.64846763)",008,CARROLLTON RIDGE,2008-09-15T04:00:00Z,SOUTHERN,0698 008 091508
0698,416 S PAYSON ST,9,"(39.28238608, -76.64845055)",009,CARROLLTON RIDGE,2008-01-31T05:00:00Z,SOUTHERN,0698 009 013108
0698,434 S PAYSON ST,9,"(39.2819933, -76.64823394)",018,CARROLLTON RIDGE,2010-07-07T04:00:00Z,SOUTHERN,0698 018 070710
0698,436 S PAYSON ST,9,"(39.28196017, -76.64821534)",019,CARROLLTON RIDGE,2010-03-23T04:00:00Z,SOUTHERN,0698 019 032310
0698,2000 WILKENS AVE,9,"(39.28184799, -76.64803464)",020,CARROLLTON RIDGE,2007-10-31T04:00:00Z,SOUTHERN,0698 020 103107
0698,2016 WILKENS AVE,9,"(39.28172955, -76.64839377)",028,CARROLLTON RIDGE,2007-10-31T04:00:00Z,SOUTHERN,0698 028 103107
0698,2034 WILKENS AVE,9,"(39.281593, -76.64880422)",037,CARROLLTON RIDGE,2013-09-23T04:00:00Z,SOUTHERN,0698 037 092313
0698,2036 WILKENS AVE,9,"(39.28157662, -76.64885339)",038,CARROLLTON RIDGE,2007-06-22T04:00:00Z,SOUTHERN,0698 038 062207
0698,2038 WILKENS AVE,9,"(39.28156078, -76.64890111)",039,CARROLLTON RIDGE,2013-09-23T04:00:00Z,SOUTHERN,0698 039 092313
0698,2044 WILKENS AVE,9,"(39.28151321, -76.649044)",042,CARROLLTON RIDGE,2014-04-04T04:00:00Z,SOUTHERN,0698 042 040414
0698,2046 WILKENS AVE,9,"(39.28149541, -76.64908752)",043,CARROLLTON RIDGE,2007-07-30T04:00:00Z,SOUTHERN,0698 043 073007
0698,435 S PULASKI ST,9,"(39.28168973, -76.64913953)",046,CARROLLTON RIDGE,2011-12-28T05:00:00Z,SOUTHERN,0698 046 122811
0698,401 S PULASKI ST,9,"(39.28232458, -76.64950306)",063,CARROLLTON RIDGE,2008-09-15T04:00:00Z,SOUTHERN,0698 063 091508
0698,2031 ASHTON ST,9,"(39.28230924, -76.64929379)",064,CARROLLTON RIDGE,2007-08-02T04:00:00Z,SOUTHERN,0698 064 080207
0327,1828 DIVISION ST,11,"(39.3054363, -76.63525655)",015,UPTON,2007-10-29T04:00:00Z,CENTRAL,0327 015 102907
0327,1830 DIVISION ST,11,"(39.30546002, -76.63528609)",016,UPTON,2007-10-29T04:00:00Z,CENTRAL,0327 016 102907
0327,1834 DIVISION ST,11,"(39.30550857, -76.63534659)",018,UPTON,2012-11-21T05:00:00Z,CENTRAL,0327 018 112112
0327,1836 DIVISION ST,11,"(39.30553252, -76.63537643)",019,UPTON,2008-05-21T04:00:00Z,CENTRAL,0327 019 052108
0327,1844 DIVISION ST,11,"(39.3056284, -76.63549589)",023,UPTON,2005-11-01T05:00:00Z,CENTRAL,0327 023 110105
0327,1846 DIVISION ST,11,"(39.30565106, -76.63552667)",024,UPTON,2005-11-01T05:00:00Z,CENTRAL,0327 024 110105
0327,1829 PENNSYLVANIA AVE,11,"(39.30500533, -76.63607597)",039,UPTON,2015-04-30T04:00:00Z,CENTRAL,0327 039 043015
0327,1821 PENNSYLVANIA AVE,11,"(39.30488191, -76.63592499)",044,UPTON,2014-07-21T04:00:00Z,CENTRAL,0327 044 072114
0327,1819 PENNSYLVANIA AVE,11,"(39.3048327, -76.63586447)",046,UPTON,2014-07-22T04:00:00Z,CENTRAL,0327 046 072214
0327,1817 PENNSYLVANIA AVE,11,"(39.30480888, -76.63583509)",047,UPTON,2015-12-24T05:00:00Z,CENTRAL,0327 047 122415
0328,1810 DRUID HILL AVE,11,"(39.3060004, -76.63388242)",006,DRUID HEIGHTS,2008-11-05T05:00:00Z,CENTRAL,0328 006 110508
0328,1820 DRUID HILL AVE,11,"(39.30615257, -76.63407192)",011,DRUID HEIGHTS,2015-06-22T04:00:00Z,CENTRAL,0328 011 062215
0328,1828 DRUID HILL AVE,11,"(39.30627804, -76.63421955)",015,DRUID HEIGHTS,2008-06-23T04:00:00Z,CENTRAL,0328 015 062308
0328,537 ROBERT ST,11,"(39.3058972, -76.63514633)",040,DRUID HEIGHTS,2005-10-24T04:00:00Z,CENTRAL,0328 040 102405
0328,1829 DIVISION ST,11,"(39.30575371, -76.63491661)",047,DRUID HEIGHTS,2009-12-31T05:00:00Z,CENTRAL,0328 047 123109
0328,1827 DIVISION ST,11,"(39.30573047, -76.63488764)",048,DRUID HEIGHTS,2010-04-23T04:00:00Z,CENTRAL,0328 048 042310
0328,1809 DIVISION ST,11,"(39.30549767, -76.63459786)",057,DRUID HEIGHTS,2009-12-31T05:00:00Z,CENTRAL,0328 057 123109
0328,1807 DIVISION ST,11,"(39.30546895, -76.63456215)",058,DRUID HEIGHTS,2012-01-28T05:00:00Z,CENTRAL,0328 058 012812
0328,1805 DIVISION ST,11,"(39.30543893, -76.63453458)",059,DRUID HEIGHTS,2005-09-01T04:00:00Z,CENTRAL,0328 059 090105
0328,1801 DIVISION ST,11,"(39.30530735, -76.634546)",060,DRUID HEIGHTS,2012-11-21T05:00:00Z,CENTRAL,0328 060 112112
0328,524 LAURENS ST,11,"(39.30553245, -76.63424244)",069,DRUID HEIGHTS,2011-08-25T04:00:00Z,CENTRAL,0328 069 082511
0328,522 LAURENS ST,11,"(39.3055566, -76.63421005)",070,DRUID HEIGHTS,2009-12-31T05:00:00Z,CENTRAL,0328 070 123109
0328,520 LAURENS ST,11,"(39.30558369, -76.63417377)",071,DRUID HEIGHTS,2009-12-31T05:00:00Z,CENTRAL,0328 071 123109
0411,1204 MYRTLE AVE,11,"(39.29833047, -76.63215609)",003,UPTON,2012-12-31T05:00:00Z,CENTRAL,0411 003 123112
0411,701 W LANVALE ST,11,"(39.29867946, -76.63240569)",011,UPTON,2010-05-21T04:00:00Z,CENTRAL,0411 011 052110
0411,703 W LANVALE ST,11,"(39.29865266, -76.63244123)",012,UPTON,2007-06-29T04:00:00Z,CENTRAL,0411 012 062907
0411,713 W LANVALE ST,11,"(39.29852515, -76.63261277)",017,UPTON,2008-01-09T05:00:00Z,CENTRAL,0411 017 010908
0329,1810 MCCULLOH ST,11,"(39.30657532, -76.63320812)",006,DRUID HEIGHTS,2015-10-14T04:00:00Z,CENTRAL,0329 006 101415
0329,1818 MCCULLOH ST,11,"(39.30672236, -76.63338962)",010,DRUID HEIGHTS,2013-12-06T05:00:00Z,CENTRAL,0329 010 120613
0329,421 ROBERT ST,11,"(39.30693963, -76.63372763)",022,DRUID HEIGHTS,2012-07-13T04:00:00Z,CENTRAL,0329 022 071312
0329,427 ROBERT ST,11,"(39.3068641, -76.63383127)",025,DRUID HEIGHTS,2011-12-29T05:00:00Z,CENTRAL,0329 025 122911
0329,1827 DRUID HILL AVE,11,"(39.30649306, -76.63372834)",033,DRUID HEIGHTS,2011-06-03T04:00:00Z,CENTRAL,0329 033 060311
0329,1823 DRUID HILL AVE,11,"(39.30644251, -76.63366529)",035,DRUID HEIGHTS,2015-11-21T05:00:00Z,CENTRAL,0329 035 112115
0329,1803 DRUID HILL AVE,11,"(39.3061856, -76.63334767)",045,DRUID HEIGHTS,2015-09-15T04:00:00Z,CENTRAL,0329 045 091515
0452,822 EDMONDSON AVE,11,"(39.29633606, -76.63173615)",071,UPTON,2004-11-10T05:00:00Z,CENTRAL,0452 071 111004
0452,820 EDMONDSON AVE,11,"(39.29633882, -76.63168099)",072,UPTON,2004-11-10T05:00:00Z,CENTRAL,0452 072 111004
0452,818 EDMONDSON AVE,11,"(39.29633818, -76.63162741)",073,UPTON,2004-11-10T05:00:00Z,CENTRAL,0452 073 111004
0452,816 EDMONDSON AVE,11,"(39.29634311, -76.63157305)",074,UPTON,2004-11-10T05:00:00Z,CENTRAL,0452 074 111004
0452,814 EDMONDSON AVE,11,"(39.2963433, -76.63151917)",075,UPTON,2008-10-24T04:00:00Z,CENTRAL,0452 075 102408
0452,812 EDMONDSON AVE,11,"(39.29634433, -76.63146933)",076,UPTON,2004-11-10T05:00:00Z,CENTRAL,0452 076 111004
0452,810 EDMONDSON AVE,11,"(39.29634703, -76.63141881)",077,UPTON,2004-11-10T05:00:00Z,CENTRAL,0452 077 111004
0452,808 EDMONDSON AVE,11,"(39.29634799, -76.63136787)",078,UPTON,2015-05-08T04:00:00Z,CENTRAL,0452 078 050815
0452,804 EDMONDSON AVE,11,"(39.29635149, -76.63126827)",080,UPTON,2004-11-09T05:00:00Z,CENTRAL,0452 080 110904
0454,900 ARGYLE AVE,11,"(39.29616139, -76.62768364)",001,HERITAGE CROSSING,2015-12-21T05:00:00Z,CENTRAL,0454 001 122115
0469,803 EDMONDSON AVE,11,"(39.29592137, -76.63119576)",001,UPTON,2007-04-24T04:00:00Z,CENTRAL,0469 001 042407
0469,805 EDMONDSON AVE,11,"(39.29592146, -76.63124686)",002,UPTON,2006-03-10T05:00:00Z,CENTRAL,0469 002 031006
0339,513 LAURENS ST,11,"(39.30544986, -76.63372705)",029,UPTON,2013-02-01T05:00:00Z,CENTRAL,0339 029 020113
0339,519 LAURENS ST,11,"(39.30534074, -76.6338693)",032,UPTON,2006-08-17T04:00:00Z,CENTRAL,0339 032 081706
0339,533 LAURENS ST,11,"(39.30517827, -76.63408592)",039,UPTON,2011-09-30T04:00:00Z,CENTRAL,0339 039 093011
0339,537 LAURENS ST,11,"(39.30513084, -76.63414947)",041,UPTON,2006-05-12T04:00:00Z,CENTRAL,0339 041 051206
0340,1722 MCCULLOH ST,11,"(39.3060363, -76.63249514)",013,UPTON,2014-04-11T04:00:00Z,CENTRAL,0340 013 041114
0340,1732 MCCULLOH ST,11,"(39.30616827, -76.63270584)",018,UPTON,2015-12-23T05:00:00Z,CENTRAL,0340 018 122315
0340,1723 DRUID HILL AVE,11,"(39.30568564, -76.63273017)",031,UPTON,2008-12-29T05:00:00Z,CENTRAL,0340 031 122908
0340,1719 DRUID HILL AVE,11,"(39.3056258, -76.63265612)",033,UPTON,2015-10-09T04:00:00Z,CENTRAL,0340 033 100915
0340,1713 DRUID HILL AVE,11,"(39.30553623, -76.63254703)",036,UPTON,2015-02-03T05:00:00Z,CENTRAL,0340 036 020315
0340,1709 DRUID HILL AVE,11,"(39.30547764, -76.63247281)",038,UPTON,2007-03-20T04:00:00Z,CENTRAL,0340 038 032007
0341,1739 MCCULLOH ST,11,"(39.30649128, -76.63235892)",014,MADISON PARK,2015-07-20T04:00:00Z,CENTRAL,0341 014 072015
0341,402 WILSON ST,11,"(39.30603691, -76.63157306)",034,MADISON PARK,2005-06-03T04:00:00Z,CENTRAL,0341 034 060305
0347,531 WILSON ST,11,"(39.30397638, -76.6336893)",025,UPTON,2012-08-08T04:00:00Z,CENTRAL,0347 025 080812
0347,1620 DIVISION ST,11,"(39.30392308, -76.63337321)",034,UPTON,2007-12-18T05:00:00Z,CENTRAL,0347 034 121807
0347,1618 DIVISION ST,11,"(39.30389611, -76.6333395)",035,UPTON,2014-04-17T04:00:00Z,CENTRAL,0347 035 041714
0347,1616 DIVISION ST,11,"(39.30386881, -76.6333053)",036,UPTON,2012-02-13T05:00:00Z,CENTRAL,0347 036 021312
0347,1614 DIVISION ST,11,"(39.30384191, -76.63327179)",037,UPTON,2011-10-24T04:00:00Z,CENTRAL,0347 037 102411
0347,538 MCMECHEN ST,11,"(39.30353473, -76.6328728)",047,UPTON,2015-07-20T04:00:00Z,CENTRAL,0347 047 072015
0347,548 MCMECHEN ST,11,"(39.30341489, -76.6330361)",052,UPTON,2007-12-04T05:00:00Z,CENTRAL,0347 052 120407
0347,550 MCMECHEN ST,11,"(39.30338838, -76.63307213)",053,UPTON,2015-02-20T05:00:00Z,CENTRAL,0347 053 022015
0347,552 MCMECHEN ST,11,"(39.3033625, -76.63310743)",054,UPTON,2009-09-24T04:00:00Z,CENTRAL,0347 054 092409
0347,554 MCMECHEN ST,11,"(39.30333864, -76.6331399)",055,UPTON,2007-12-04T05:00:00Z,CENTRAL,0347 055 120407
0347,556 MCMECHEN ST,11,"(39.30331402, -76.63317336)",056,UPTON,2008-01-10T05:00:00Z,CENTRAL,0347 056 011008
0347,558 MCMECHEN ST,11,"(39.30328975, -76.63320742)",057,UPTON,2009-12-16T05:00:00Z,CENTRAL,0347 057 121609
0348,1633 DIVISION ST,11,"(39.30430087, -76.63311536)",027,UPTON,2016-01-26T05:00:00Z,CENTRAL,0348 027 012616
0348,1623 DIVISION ST,11,"(39.3041404, -76.63291593)",032,UPTON,2008-08-06T04:00:00Z,CENTRAL,0348 032 080608
0348,1621 DIVISION ST,11,"(39.3041086, -76.63287632)",033,UPTON,2009-02-27T05:00:00Z,CENTRAL,0348 033 022709
0348,1619 DIVISION ST,11,"(39.30404756, -76.63280034)",035,UPTON,2008-01-10T05:00:00Z,CENTRAL,0348 035 011008
0348,1607 DIVISION ST,11,"(39.30384742, -76.6325617)",041,UPTON,2015-11-13T05:00:00Z,CENTRAL,0348 041 111315
0354,201 WILSON ST,11,"(39.30885157, -76.62706871)",016,BOLTON HILL,2015-10-14T04:00:00Z,CENTRAL,0354 016 101415
0359,1526 ARGYLE AVE,11,"(39.30171734, -76.63450005)",013,UPTON,2011-09-15T04:00:00Z,CENTRAL,0359 013 091511
0359,1528 ARGYLE AVE,11,"(39.30174487, -76.6345341)",014,UPTON,2007-11-21T05:00:00Z,CENTRAL,0359 014 112107
0359,1542 ARGYLE AVE,11,"(39.30194056, -76.63478147)",021,UPTON,2015-04-15T04:00:00Z,CENTRAL,0359 021 041515
0359,1544 ARGYLE AVE,11,"(39.30197176, -76.63481654)",022,UPTON,2004-11-08T05:00:00Z,CENTRAL,0359 022 110804
0359,1546 ARGYLE AVE,11,"(39.30200053, -76.63485217)",023,UPTON,2008-01-03T05:00:00Z,CENTRAL,0359 023 010308
0359,629 PITCHER ST,11,"(39.30192194, -76.63522884)",033,UPTON,2012-08-16T04:00:00Z,CENTRAL,0359 033 081612
0359,631 PITCHER ST,11,"(39.30186865, -76.63532171)",034,UPTON,2011-09-06T04:00:00Z,CENTRAL,0359 034 090611
0359,633 PITCHER ST,11,"(39.30182407, -76.63532391)",035,UPTON,2015-11-12T05:00:00Z,CENTRAL,0359 035 111215
0359,637 PITCHER ST,11,"(39.30178711, -76.6353976)",037,UPTON,2009-05-28T04:00:00Z,CENTRAL,0359 037 052809
0359,1500 MYRTLE AVE,11,"(39.30061681, -76.63479985)",045,UPTON,2011-09-28T04:00:00Z,CENTRAL,0359 045 092811
0373,1427 MYRTLE AVE,11,"(39.30048714, -76.6340142)",037,UPTON,2007-11-19T05:00:00Z,CENTRAL,0373 037 111907
0373,1425 MYRTLE AVE,11,"(39.30045197, -76.63396936)",038,UPTON,2010-11-23T05:00:00Z,CENTRAL,0373 038 112310
0373,1423 MYRTLE AVE,11,"(39.30041882, -76.63392799)",039,UPTON,2005-10-24T04:00:00Z,CENTRAL,0373 039 102405
0373,1421 MYRTLE AVE,11,"(39.30038599, -76.63388736)",040,UPTON,2007-05-24T04:00:00Z,CENTRAL,0373 040 052407
0373,1419 MYRTLE AVE,11,"(39.30035156, -76.63384471)",041,UPTON,2005-10-24T04:00:00Z,CENTRAL,0373 041 102405
0373,1407 MYRTLE AVE,11,"(39.30013918, -76.63363359)",047,UPTON,2006-08-28T04:00:00Z,CENTRAL,0373 047 082806
0373,1405 MYRTLE AVE,11,"(39.30010825, -76.63359327)",048,UPTON,2008-06-02T04:00:00Z,CENTRAL,0373 048 060208
0373,1403 MYRTLE AVE,11,"(39.30007598, -76.63355308)",049,UPTON,2011-07-13T04:00:00Z,CENTRAL,0373 049 071311
